id,food_code,description,weight_g
3406,BRC0096C,Colher sobremesa cheia,26.00
3407,BRC0096C,Colher sobremesa rasa,11.00
3408,BRC0096C,Colher sopa cheia,34.00
3409,BRC0096C,Colher sopa rasa,22.00
3410,BRC0014C,Pedaço/ Unidade/ Fatia (M),100.00
3411,BRC0016C,Pedaço/ Unidade/ Fatia (M),100.00
3412,BRC0078N,Colher sopa cheia,25.00
3413,BRC0131K,Pedaço/ Unidade/ Fatia (M),5.00
3414,BRC0060N,Unidade média,5.00
3415,BRC0036D,Colher café rasa,2.00
3416,BRC0036D,Colher chá cheia,8.00
3417,BRC0036D,Colher chá rasa,3.00
3418,BRC0036D,Colher sobremesa cheia,21.00
3419,BRC0036D,Colher sobremesa rasa,11.00
3420,BRC0036D,Colher sopa cheia,22.00
3421,BRC0036D,Colher sopa rasa,17.00
3422,BRC0003D,Colher sopa rasa,19.00
3423,BRC0311F,Pedaço/ Unidade/ Fatia (M),110.00
3424,BRC0313F,Pedaço/ Unidade/ Fatia (M),110.00
3425,BRC0959A,Porção média,30.00
3426,BRC0898A,Porção média,30.00
3427,BRC1076A,Porção média,30.00
3428,BRC0279T,Concha rasa,80.00
3429,BRC0106T,Colher servir cheia,45.00
3430,BRC0106T,Colher sopa cheia,22.00
3431,BRC0106T,Concha cheia,120.00
3432,BRC0017T,Colher servir cheia,45.00
3433,BRC0017T,Colher sopa cheia,22.00
3434,BRC0017T,Concha cheia,120.00
3435,BRC0031T,Colher sopa cheia,33.00
3436,BRC0031T,Colher sopa rasa,24.00
3437,BRC0278T,Concha rasa,80.00
3438,BRC0016T,Colher sopa cheia,21.00
3439,BRC0016T,Colher sopa rasa,12.00
3440,BRC0032T,Xícara chá,100.00
3441,BRC0077C,Pedaço/ Unidade/ Fatia (M),80.00
3442,BRC0078C,Pedaço/ Unidade/ Fatia (M),100.00
3443,BRC0049L,Colher café cheia,4.00
3444,BRC0049L,Colher café rasa,1.00
3445,BRC0177F,Porção média,170.00
3446,BRC0178F,Porção média,150.00
3447,BRC0179F,Porção média,150.00
3448,BRC0173F,Porção média,170.00
3449,BRC0175F,Porção média,170.00
3450,BRC0176F,Porção média,170.00
3451,BRC0207T,Porção média,150.00
3452,BRC0726F,Pedaço/ Unidade/ Fatia (M),90.00
3453,BRC0885F,Pedaço/ Unidade/ Fatia (M),90.00
3454,BRC0919F,Porção média,150.00
3455,BRC0738A,Pedaço/ Unidade/ Fatia (M),60.00
3456,BRC0739A,Pedaço/ Unidade/ Fatia (M),60.00
3457,BRC0737A,Pedaço/ Unidade/ Fatia (M),60.00
3458,BRC0252T,Colher sopa cheia,45.00
3459,BRC0799B,Colher café cheia,4.00
3460,BRC0799B,Colher café rasa,1.00
3461,BRC0304E,Pedaço/ Unidade/ Fatia (M),30.00
3462,BRC0025B,Colher sopa cheia,22.00
3463,BRC0345B,Colher servir cheia,62.00
3464,BRC0345B,Colher servir rasa,35.00
3465,BRC0345B,Colher sopa cheia,35.00
3466,BRC0345B,Colher sopa rasa,22.00
3467,BRC0345B,Escumadeira cheia,110.00
3468,BRC0345B,Escumadeira rasa,72.00
3469,BRC0347B,Colher servir cheia,62.00
3470,BRC0347B,Colher servir rasa,35.00
3471,BRC0347B,Colher sopa cheia,35.00
3472,BRC0347B,Colher sopa rasa,22.00
3473,BRC0347B,Escumadeira cheia,110.00
3474,BRC0347B,Escumadeira rasa,72.00
3475,BRC0346B,Colher servir cheia,62.00
3476,BRC0346B,Colher servir rasa,35.00
3477,BRC0346B,Colher sopa cheia,35.00
3478,BRC0346B,Colher sopa rasa,22.00
3479,BRC0346B,Escumadeira cheia,110.00
3480,BRC0346B,Escumadeira rasa,72.00
3481,BRC0344B,Colher servir cheia,62.00
3482,BRC0344B,Colher servir rasa,35.00
3483,BRC0344B,Colher sopa cheia,35.00
3484,BRC0344B,Colher sopa rasa,22.00
3485,BRC0344B,Escumadeira cheia,110.00
3486,BRC0344B,Escumadeira rasa,72.00
3487,BRC0343B,Colher servir cheia,62.00
3488,BRC0343B,Colher servir rasa,35.00
3489,BRC0343B,Colher sopa cheia,35.00
3490,BRC0343B,Colher sopa rasa,22.00
3491,BRC0343B,Escumadeira cheia,110.00
3492,BRC0343B,Escumadeira rasa,72.00
3493,BRC0342B,Colher servir cheia,62.00
3494,BRC0342B,Colher servir rasa,35.00
3495,BRC0342B,Colher sopa cheia,35.00
3496,BRC0342B,Colher sopa rasa,22.00
3497,BRC0342B,Escumadeira cheia,110.00
3498,BRC0342B,Escumadeira rasa,72.00
3499,BRC0349B,Colher servir cheia,55.00
3500,BRC0349B,Colher servir rasa,30.00
3501,BRC0348B,Colher servir cheia,55.00
3502,BRC0348B,Colher servir rasa,30.00
3503,BRC0073N,Pedaço/ Unidade/ Fatia (M),100.00
3504,BRC0134G,Pedaço/ Unidade/ Fatia (M),100.00
3505,BRC0133G,Pedaço/ Unidade/ Fatia (M),100.00
3506,BRC0011G,Pedaço/ Unidade/ Fatia (M),100.00
3507,BRC0012G,Pedaço/ Unidade/ Fatia (M),100.00
3508,BRC0013G,Pedaço/ Unidade/ Fatia (M),100.00
3509,BRC0014G,Pedaço/ Unidade/ Fatia (M),100.00
3510,BRC0015G,Pedaço/ Unidade/ Fatia (M),100.00
3511,BRC0017G,Pedaço/ Unidade/ Fatia (M),100.00
3512,BRC0019G,Pedaço/ Unidade/ Fatia (M),100.00
3513,BRC0018G,Pedaço/ Unidade/ Fatia (M),100.00
3514,BRC0016G,Pedaço/ Unidade/ Fatia (M),100.00
3515,BRC0020G,Pedaço/ Unidade/ Fatia (M),100.00
3516,BRC0021G,Pedaço/ Unidade/ Fatia (M),170.00
3517,BRC0110G,Pedaço/ Unidade/ Fatia (M),100.00
3518,BRC0109G,Pedaço/ Unidade/ Fatia (M),100.00
3519,BRC0116G,Pedaço/ Unidade/ Fatia (M),100.00
3520,BRC0022G,Pedaço/ Unidade/ Fatia (M),100.00
3521,BRC0023G,Pedaço/ Unidade/ Fatia (M),170.00
3522,BRC0112G,Pedaço/ Unidade/ Fatia (M),100.00
3523,BRC0111G,Pedaço/ Unidade/ Fatia (M),100.00
3524,BRC0117G,Pedaço/ Unidade/ Fatia (M),100.00
3525,BRC0712N,Unidade média,170.00
3526,BRC0079C,Pedaço/ Unidade/ Fatia (M),5.00
3527,BRC0079C,Porção média,50.00
3528,BRC0271C,Porção média,50.00
3529,BRC0059C,Xícara chá,220.00
3530,BRC0080C,Pedaço/ Unidade/ Fatia (M),40.00
3531,BRC1228B,Colher sopa rasa,10.00
3532,BRC0715B,Colher sopa rasa,10.00
3533,BRC0060C,Xícara chá,135.00
3534,BRC0145T,Colher servir cheia,60.00
3535,BRC0145T,Colher servir rasa,45.00
3536,BRC0146T,Colher servir cheia,60.00
3537,BRC0146T,Colher servir rasa,45.00
3538,BRC0488F,Colher servir cheia,60.00
3539,BRC0488F,Colher servir rasa,45.00
3540,BRC0722B,Colher servir cheia,60.00
3541,BRC0722B,Colher servir rasa,40.00
3542,BRC0721B,Colher servir cheia,60.00
3543,BRC0721B,Colher servir rasa,40.00
3544,BRC0282B,Colher servir cheia,80.00
3545,BRC0282B,Colher servir rasa,55.00
3546,BRC0281B,Colher servir cheia,80.00
3547,BRC0281B,Colher servir rasa,55.00
3548,BRC0280B,Colher servir cheia,95.00
3549,BRC0280B,Colher servir rasa,60.00
3550,BRC0280B,Colher sopa cheia,60.00
3551,BRC0280B,Colher sopa rasa,30.00
3552,BRC0280B,Escumadeira cheia,110.00
3553,BRC0280B,Escumadeira rasa,80.00
3554,BRC0279B,Colher servir cheia,95.00
3555,BRC0279B,Colher servir rasa,60.00
3556,BRC0279B,Colher sopa cheia,60.00
3557,BRC0279B,Colher sopa rasa,30.00
3558,BRC0279B,Escumadeira cheia,110.00
3559,BRC0279B,Escumadeira rasa,80.00
3560,BRC0278B,Colher servir cheia,95.00
3561,BRC0278B,Colher servir rasa,60.00
3562,BRC0278B,Colher sopa cheia,60.00
3563,BRC0278B,Colher sopa rasa,30.00
3564,BRC0278B,Escumadeira cheia,110.00
3565,BRC0278B,Escumadeira rasa,80.00
3566,BRC0277B,Colher servir cheia,95.00
3567,BRC0277B,Colher servir rasa,60.00
3568,BRC0277B,Colher sopa cheia,60.00
3569,BRC0277B,Colher sopa rasa,30.00
3570,BRC0277B,Escumadeira cheia,110.00
3571,BRC0277B,Escumadeira rasa,80.00
3572,BRC0026B,Colher sopa cheia,45.00
3573,BRC0026B,Colher sopa rasa,25.00
3574,BRC0286B,Colher servir cheia,95.00
3575,BRC0286B,Colher servir rasa,60.00
3576,BRC0286B,Colher sopa cheia,60.00
3577,BRC0286B,Colher sopa rasa,30.00
3578,BRC0285B,Colher servir cheia,95.00
3579,BRC0285B,Colher servir rasa,60.00
3580,BRC0285B,Colher sopa cheia,60.00
3581,BRC0285B,Colher sopa rasa,30.00
3582,BRC0284B,Colher servir cheia,95.00
3583,BRC0284B,Colher servir rasa,60.00
3584,BRC0284B,Colher sopa cheia,60.00
3585,BRC0284B,Colher sopa rasa,30.00
3586,BRC0284B,Escumadeira cheia,110.00
3587,BRC0284B,Escumadeira rasa,80.00
3588,BRC0283B,Colher servir cheia,95.00
3589,BRC0283B,Colher servir rasa,60.00
3590,BRC0283B,Colher sopa cheia,60.00
3591,BRC0283B,Colher sopa rasa,30.00
3592,BRC0283B,Escumadeira cheia,110.00
3593,BRC0283B,Escumadeira rasa,80.00
3594,BRC0086B,Xícara chá,30.00
3595,BRC0128G,Copo americano duplo,240.00
3596,BRC0128G,Copo americano pequeno,165.00
3597,BRC0061C,Pedaço/ Unidade/ Fatia (M),90.00
3598,BRC0174H,Copo americano pequeno,165.00
3599,BRC0059D,Colher sopa rasa,17.00
3600,BRC0471F,Pedaço/ Unidade/ Fatia (M),110.00
3601,BRC0472F,Pedaço/ Unidade/ Fatia (M),110.00
3602,BRC0469F,Pedaço/ Unidade/ Fatia (M),110.00
3603,BRC0470F,Pedaço/ Unidade/ Fatia (M),110.00
3604,BRC0563F,Pedaço/ Unidade/ Fatia (M),110.00
3605,BRC0564F,Pedaço/ Unidade/ Fatia (M),110.00
3606,BRC0018C,Pedaço/ Unidade/ Fatia (M),180.00
3607,BRC0017C,Pedaço/ Unidade/ Fatia (M),140.00
3608,BRC0019C,Pedaço/ Unidade/ Fatia (M),140.00
3609,BRC0020C,Pedaço/ Unidade/ Fatia (M),140.00
3610,BRC0021C,Pedaço/ Unidade/ Fatia (M),140.00
3611,BRC1025B,Colher servir cheia,100.00
3612,BRC1025B,Colher servir rasa,80.00
3613,BRC1025B,Escumadeira cheia,170.00
3614,BRC1025B,Pedaço/ Unidade/ Fatia (M),190.00
3615,BRC0682B,Colher servir cheia,80.00
3616,BRC0683B,Colher servir cheia,80.00
3617,BRC0684B,Colher servir cheia,80.00
3618,BRC0395A,Colher servir cheia,100.00
3619,BRC0395A,Colher servir rasa,80.00
3620,BRC0395A,Escumadeira cheia,170.00
3621,BRC0395A,Pedaço/ Unidade/ Fatia (M),190.00
3622,BRC0112A,Colher servir cheia,100.00
3623,BRC0112A,Colher sopa cheia,50.00
3624,BRC0112A,Escumadeira cheia,170.00
3625,BRC0112A,Pedaço/ Unidade/ Fatia (M),190.00
3626,BRC0099N,Pedaço/ Unidade/ Fatia (M),100.00
3627,BRC0087N,Colher servir cheia,100.00
3628,BRC0087N,Colher servir rasa,80.00
3629,BRC0087N,Escumadeira cheia,170.00
3630,BRC0087N,Pedaço/ Unidade/ Fatia (M),190.00
3631,BRC0561A,Colher servir cheia,100.00
3632,BRC0559A,Colher servir cheia,100.00
3633,BRC0559A,Colher servir rasa,80.00
3634,BRC0559A,Escumadeira cheia,170.00
3635,BRC0559A,Pedaço/ Unidade/ Fatia (M),190.00
3636,BRC0576A,Colher servir cheia,100.00
3637,BRC0109A,Colher sopa cheia,50.00
3638,BRC0110A,Colher sopa cheia,40.00
3639,BRC0115A,Colher servir cheia,100.00
3640,BRC0115A,Colher sopa cheia,50.00
3641,BRC0115A,Escumadeira cheia,170.00
3642,BRC0115A,Pedaço/ Unidade/ Fatia (M),190.00
3643,BRC0558A,Colher servir cheia,100.00
3644,BRC0111A,Colher servir cheia,100.00
3645,BRC0111A,Colher sopa cheia,50.00
3646,BRC0111A,Escumadeira cheia,170.00
3647,BRC0111A,Porção média,190.00
3648,BRC0798A,Colher servir cheia,100.00
3649,BRC0798A,Colher sopa cheia,50.00
3650,BRC0798A,Escumadeira cheia,170.00
3651,BRC0798A,Porção média,190.00
3652,BRC0076N,Colher servir cheia,100.00
3653,BRC0113A,Colher servir cheia,100.00
3654,BRC0113A,Colher sopa cheia,50.00
3655,BRC0113A,Escumadeira cheia,170.00
3656,BRC0113A,Pedaço/ Unidade/ Fatia (M),190.00
3657,BRC0894A,Colher servir cheia,100.00
3658,BRC0894A,Colher servir rasa,80.00
3659,BRC0894A,Escumadeira cheia,170.00
3660,BRC0894A,Pedaço/ Unidade/ Fatia (M),190.00
3661,BRC0088N,Pedaço/ Unidade/ Fatia (M),100.00
3662,BRC0560A,Colher servir cheia,100.00
3663,BRC0089N,Pedaço/ Unidade/ Fatia (M),100.00
3664,BRC0114A,Colher servir cheia,100.00
3665,BRC0114A,Colher sopa cheia,50.00
3666,BRC0114A,Escumadeira cheia,170.00
3667,BRC0114A,Pedaço/ Unidade/ Fatia (M),190.00
3668,BRC0723B,Colher servir cheia,60.00
3669,BRC0723B,Colher servir rasa,40.00
3670,BRC0724B,Colher servir cheia,60.00
3671,BRC0724B,Colher servir rasa,40.00
3672,BRC0719B,Colher servir cheia,60.00
3673,BRC0719B,Colher servir rasa,40.00
3674,BRC0095B,Colher servir cheia,55.00
3675,BRC0095B,Colher sopa cheia,30.00
3676,BRC0027G,Copo americano duplo,240.00
3677,BRC0027G,Copo americano pequeno,165.00
3678,BRC0029G,Copo americano duplo,240.00
3679,BRC0029G,Copo americano pequeno,165.00
3680,BRC0143G,Colher sobremesa cheia,9.00
3681,BRC0143G,Colher sobremesa rasa,5.00
3682,BRC0143G,Colher sopa cheia,16.00
3683,BRC0143G,Colher sopa rasa,8.00
3684,BRC0028G,Copo americano duplo,240.00
3685,BRC0028G,Copo americano pequeno,165.00
3686,BRC0025G,Copo americano pequeno,165.00
3687,BRC0026G,Copo americano pequeno,165.00
3688,BRC0146G,Copo americano duplo,240.00
3689,BRC0146G,Copo americano pequeno,165.00
3690,BRC0147G,Copo americano duplo,240.00
3691,BRC0147G,Copo americano pequeno,165.00
3692,BRC0032G,Pedaço/ Unidade/ Fatia (M),80.00
3693,BRC0035G,Colher sopa rasa,11.00
3694,BRC0033G,Copo americano duplo,240.00
3695,BRC0033G,Copo americano pequeno,165.00
3696,BRC0034G,Copo americano duplo,240.00
3697,BRC0034G,Copo americano pequeno,165.00
3698,BRC0034G,Porção média,200.00
3699,BRC0030G,Copo americano duplo,240.00
3700,BRC0030G,Copo americano pequeno,165.00
3701,BRC0037G,Copo americano duplo,240.00
3702,BRC0037G,Copo americano pequeno,165.00
3703,BRC0038G,Colher sobremesa cheia,7.00
3704,BRC0038G,Colher sobremesa rasa,5.00
3705,BRC0038G,Colher sopa cheia,10.00
3706,BRC0038G,Colher sopa rasa,8.00
3707,BRC0036G,Copo americano duplo,240.00
3708,BRC0036G,Copo americano pequeno,165.00
3709,BRC0070G,Copo americano duplo,240.00
3710,BRC0070G,Copo americano pequeno,165.00
3711,BRC0031G,Copo americano duplo,240.00
3712,BRC0031G,Copo americano pequeno,165.00
3713,BRC0094N,Copo americano duplo,240.00
3714,BRC0094N,Copo americano pequeno,165.00
3715,BRC0139N,Copo americano duplo,240.00
3716,BRC0139N,Copo americano pequeno,165.00
3717,BRC0039G,Colher sobremesa cheia,9.00
3718,BRC0039G,Colher sobremesa rasa,5.00
3719,BRC0039G,Colher sopa cheia,16.00
3720,BRC0039G,Colher sopa rasa,8.00
3721,BRC0041G,Colher sobremesa cheia,9.00
3722,BRC0041G,Colher sobremesa rasa,5.00
3723,BRC0041G,Colher sopa cheia,16.00
3724,BRC0041G,Colher sopa rasa,8.00
3725,BRC0042G,Colher sobremesa cheia,9.00
3726,BRC0042G,Colher sobremesa rasa,5.00
3727,BRC0042G,Colher sopa cheia,16.00
3728,BRC0042G,Colher sopa rasa,8.00
3729,BRC0043G,Copo americano duplo,240.00
3730,BRC0043G,Copo americano pequeno,165.00
3731,BRC0040G,Colher sobremesa cheia,9.00
3732,BRC0040G,Colher sobremesa rasa,5.00
3733,BRC0040G,Colher sopa cheia,16.00
3734,BRC0040G,Colher sopa rasa,8.00
3735,BRC0045G,Copo americano duplo,240.00
3736,BRC0045G,Copo americano pequeno,165.00
3737,BRC0044G,Copo americano duplo,240.00
3738,BRC0044G,Copo americano pequeno,165.00
3739,BRC0046G,Copo americano duplo,240.00
3740,BRC0046G,Copo americano pequeno,165.00
3741,BRC0276T,Concha rasa,80.00
3742,BRC0277T,Concha rasa,80.00
3743,BRC0121T,Colher sopa rasa,35.00
3744,BRC0121T,Concha cheia,120.00
3745,BRC0121T,Concha rasa,80.00
3746,BRC0120T,Colher sopa rasa,35.00
3747,BRC0120T,Concha cheia,120.00
3748,BRC0120T,Concha rasa,80.00
3749,BRC0078T,Colher servir cheia,35.00
3750,BRC0078T,Colher sopa cheia,27.00
3751,BRC0078T,Concha cheia,85.00
3752,BRC0077T,Colher servir cheia,35.00
3753,BRC0077T,Colher sopa cheia,27.00
3754,BRC0077T,Concha cheia,85.00
3755,BRC0256T,Concha rasa,80.00
3756,BRC0018T,Colher servir cheia,35.00
3757,BRC0018T,Colher sopa cheia,27.00
3758,BRC0018T,Concha cheia,85.00
3759,BRC0019T,Colher sopa cheia,18.00
3760,BRC0019T,Colher sopa rasa,12.00
3761,BRC0304C,Unidade média,20.00
3762,BRC0299C,Colher sopa rasa,10.00
3763,BRC0062C,Pedaço/ Unidade/ Fatia (M),70.00
3764,BRC0777B,Colher sopa cheia,25.00
3765,BRC0776B,Colher sopa rasa,10.00
3766,BRC1104F,Porção média,100.00
3767,BRC1099F,Porção média,100.00
3768,BRC0901F,Pedaço/ Unidade/ Fatia (M),40.00
3769,BRC0899F,Pedaço/ Unidade/ Fatia (M),100.00
3770,BRC0900F,Porção média,100.00
3771,BRC0896F,Porção média,100.00
3772,BRC1070F,Porção média,100.00
3773,BRC0898F,Pedaço/ Unidade/ Fatia (M),40.00
3774,BRC0897F,Porção média,110.00
3775,BRC0180F,Pedaço/ Unidade/ Fatia (M),60.00
3776,BRC0185F,Porção média,60.00
3777,BRC0186F,Porção média,60.00
3778,BRC0187F,Porção média,60.00
3779,BRC0812F,Pedaço/ Unidade/ Fatia (M),40.00
3780,BRC0839F,Pedaço/ Unidade/ Fatia (M),60.00
3781,BRC0188F,Colher servir cheia,35.00
3782,BRC0188F,Colher sopa cheia,20.00
3783,BRC0188F,Pedaço/ Unidade/ Fatia (M),40.00
3784,BRC0762F,Pedaço/ Unidade/ Fatia (M),60.00
3785,BRC0766F,Pedaço/ Unidade/ Fatia (M),40.00
3786,BRC0765F,Pedaço/ Unidade/ Fatia (M),40.00
3787,BRC0770F,Pedaço/ Unidade/ Fatia (M),40.00
3788,BRC0769F,Pedaço/ Unidade/ Fatia (M),40.00
3789,BRC0989F,Colher servir cheia,35.00
3790,BRC0989F,Colher sopa cheia,20.00
3791,BRC0989F,Pedaço/ Unidade/ Fatia (M),40.00
3792,BRC0764F,Pedaço/ Unidade/ Fatia (M),40.00
3793,BRC0763F,Pedaço/ Unidade/ Fatia (M),40.00
3794,BRC0768F,Pedaço/ Unidade/ Fatia (M),40.00
3795,BRC0767F,Pedaço/ Unidade/ Fatia (M),40.00
3796,BRC0183F,Pedaço/ Unidade/ Fatia (M),40.00
3797,BRC0184F,Porção média,60.00
3798,BRC0181F,Porção média,60.00
3799,BRC0182F,Porção média,60.00
3800,BRC0189F,Colher servir cheia,35.00
3801,BRC0189F,Colher sopa cheia,20.00
3802,BRC0189F,Pedaço/ Unidade/ Fatia (M),40.00
3803,BRC0191F,Porção média,60.00
3804,BRC0190F,Porção média,60.00
3805,BRC0039U,Colher sopa cheia,15.00
3806,BRC0038U,Colher sopa cheia,15.00
3807,BRC0037U,Colher sopa cheia,15.00
3808,BRC0006U,Colher sobremesa rasa,10.00
3809,BRC0980F,Pedaço/ Unidade/ Fatia (M),150.00
3810,BRC0192F,Pedaço/ Unidade/ Fatia (M),20.00
3811,BRC1113B,Colher sopa rasa,6.00
3812,BRC0309E,Colher servir cheia,45.00
3813,BRC0309E,Colher servir cheia,60.00
3814,BRC0310E,Colher servir cheia,45.00
3815,BRC0310E,Colher servir cheia,60.00
3816,BRC0341E,Pedaço/ Unidade/ Fatia (M),90.00
3817,BRC0172C,Pedaço/ Unidade/ Fatia (M),130.00
3818,BRC0109K,Pedaço/ Unidade/ Fatia (M),110.00
3819,BRC0063C,Pedaço/ Unidade/ Fatia (M),130.00
3820,BRC0315C,Porção média,80.00
3821,BRC0023C,Pedaço/ Unidade/ Fatia (M),130.00
3822,BRC0302C,Porção média,80.00
3823,BRC0064C,Pedaço/ Unidade/ Fatia (M),130.00
3824,BRC0014U,Pedaço/ Unidade/ Fatia (M),30.00
3825,BRC1044A,Colher servir cheia,50.00
3826,BRC1044A,Colher servir rasa,25.00
3827,BRC1044A,Escumadeira cheia,110.00
3828,BRC1044A,Escumadeira rasa,90.00
3829,BRC0937A,Colher servir cheia,50.00
3830,BRC0937A,Colher servir rasa,25.00
3831,BRC0937A,Escumadeira cheia,90.00
3832,BRC0937A,Escumadeira cheia,110.00
3833,BRC1217A,Escumadeira rasa,70.00
3834,BRC0945A,Colher servir cheia,50.00
3835,BRC0945A,Colher servir rasa,25.00
3836,BRC0945A,Escumadeira cheia,110.00
3837,BRC0945A,Escumadeira rasa,90.00
3838,BRC0942A,Colher servir cheia,50.00
3839,BRC0942A,Colher servir rasa,25.00
3840,BRC0942A,Escumadeira cheia,110.00
3841,BRC0942A,Escumadeira rasa,90.00
3842,BRC0944A,Colher servir cheia,50.00
3843,BRC0944A,Colher servir rasa,25.00
3844,BRC0944A,Escumadeira cheia,110.00
3845,BRC0944A,Escumadeira rasa,90.00
3846,BRC0943A,Colher servir cheia,50.00
3847,BRC0943A,Colher servir rasa,25.00
3848,BRC0943A,Escumadeira cheia,110.00
3849,BRC0943A,Escumadeira rasa,90.00
3850,BRC0941A,Colher servir cheia,50.00
3851,BRC0941A,Colher servir rasa,25.00
3852,BRC0941A,Escumadeira cheia,110.00
3853,BRC0941A,Escumadeira rasa,90.00
3854,BRC1045A,Colher servir cheia,50.00
3855,BRC1045A,Colher servir rasa,25.00
3856,BRC1045A,Escumadeira cheia,110.00
3857,BRC1045A,Escumadeira rasa,90.00
3858,BRC0407A,Porção média,100.00
3859,BRC1218A,Escumadeira rasa,70.00
3860,BRC1219A,Escumadeira rasa,70.00
3861,BRC0118A,Colher servir cheia,40.00
3862,BRC0117A,Colher servir cheia,40.00
3863,BRC0238A,Colher servir cheia,50.00
3864,BRC0238A,Escumadeira cheia,110.00
3865,BRC0238A,Escumadeira rasa,90.00
3866,BRC0238A,Prato fundo,200.00
3867,BRC0238A,Prato raso,280.00
3868,BRC0891A,Colher servir cheia,50.00
3869,BRC0891A,Escumadeira cheia,110.00
3870,BRC0891A,Escumadeira rasa,90.00
3871,BRC0891A,Prato fundo,200.00
3872,BRC0192A,Pedaço/ Unidade/ Fatia (M),120.00
3873,BRC0885A,Colher servir cheia,50.00
3874,BRC0885A,Escumadeira cheia,110.00
3875,BRC0885A,Escumadeira rasa,90.00
3876,BRC0885A,Prato fundo,200.00
3877,BRC0905A,Colher servir cheia,50.00
3878,BRC0905A,Escumadeira cheia,110.00
3879,BRC0905A,Escumadeira rasa,90.00
3880,BRC0905A,Prato fundo,200.00
3881,BRC0903A,Colher servir cheia,50.00
3882,BRC0903A,Escumadeira cheia,110.00
3883,BRC0903A,Escumadeira rasa,90.00
3884,BRC0903A,Prato fundo,200.00
3885,BRC0907A,Colher servir cheia,50.00
3886,BRC0907A,Escumadeira cheia,110.00
3887,BRC0907A,Escumadeira rasa,90.00
3888,BRC0907A,Prato fundo,200.00
3889,BRC0960A,Colher servir cheia,50.00
3890,BRC0960A,Colher servir rasa,25.00
3891,BRC0960A,Escumadeira cheia,110.00
3892,BRC0960A,Escumadeira rasa,90.00
3893,BRC1036A,Colher servir cheia,50.00
3894,BRC1036A,Colher servir rasa,25.00
3895,BRC1036A,Escumadeira cheia,110.00
3896,BRC1036A,Escumadeira rasa,90.00
3897,BRC1203A,Porção média,100.00
3898,BRC0596A,Colher servir cheia,50.00
3899,BRC0596A,Escumadeira cheia,110.00
3900,BRC0596A,Escumadeira rasa,90.00
3901,BRC0834A,Porção média,100.00
3902,BRC0120A,Colher servir cheia,40.00
3903,BRC0701N,Porção média,100.00
3904,BRC0116A,Colher servir cheia,50.00
3905,BRC0116A,Colher servir rasa,25.00
3906,BRC0116A,Escumadeira cheia,110.00
3907,BRC0116A,Escumadeira rasa,75.00
3908,BRC0116A,Prato fundo,200.00
3909,BRC0116A,Prato raso,280.00
3910,BRC0194A,Colher servir cheia,50.00
3911,BRC0194A,Escumadeira cheia,110.00
3912,BRC0194A,Escumadeira rasa,90.00
3913,BRC0909A,Colher servir cheia,50.00
3914,BRC0909A,Escumadeira cheia,110.00
3915,BRC0909A,Escumadeira rasa,90.00
3916,BRC0909A,Prato fundo,200.00
3917,BRC0910A,Colher servir cheia,50.00
3918,BRC0910A,Escumadeira cheia,110.00
3919,BRC0910A,Escumadeira rasa,90.00
3920,BRC0910A,Prato fundo,200.00
3921,BRC0904A,Colher servir cheia,50.00
3922,BRC0904A,Escumadeira cheia,110.00
3923,BRC0904A,Escumadeira rasa,90.00
3924,BRC0904A,Prato fundo,200.00
3925,BRC0911A,Colher servir cheia,50.00
3926,BRC0911A,Escumadeira cheia,110.00
3927,BRC0911A,Escumadeira rasa,90.00
3928,BRC0911A,Prato fundo,200.00
3929,BRC0912A,Colher servir cheia,50.00
3930,BRC0912A,Escumadeira cheia,110.00
3931,BRC0912A,Escumadeira rasa,90.00
3932,BRC0912A,Prato fundo,200.00
3933,BRC0906A,Colher servir cheia,50.00
3934,BRC0906A,Escumadeira cheia,110.00
3935,BRC0906A,Escumadeira rasa,90.00
3936,BRC0906A,Prato fundo,200.00
3937,BRC0908A,Colher servir cheia,50.00
3938,BRC0908A,Escumadeira cheia,110.00
3939,BRC0908A,Escumadeira rasa,90.00
3940,BRC0908A,Prato fundo,200.00
3941,BRC0962A,Colher servir cheia,50.00
3942,BRC0962A,Colher servir rasa,25.00
3943,BRC0962A,Escumadeira cheia,110.00
3944,BRC0962A,Escumadeira rasa,90.00
3945,BRC0963A,Colher servir cheia,50.00
3946,BRC0963A,Colher servir rasa,25.00
3947,BRC0963A,Escumadeira cheia,110.00
3948,BRC0963A,Escumadeira rasa,90.00
3949,BRC1094A,Colher servir cheia,50.00
3950,BRC1094A,Escumadeira cheia,110.00
3951,BRC1094A,Escumadeira rasa,90.00
3952,BRC1095A,Colher servir cheia,50.00
3953,BRC1095A,Escumadeira cheia,110.00
3954,BRC1095A,Escumadeira rasa,90.00
3955,BRC1102A,Colher servir cheia,50.00
3956,BRC1102A,Escumadeira cheia,110.00
3957,BRC1102A,Escumadeira rasa,90.00
3958,BRC1103A,Colher servir cheia,50.00
3959,BRC1103A,Escumadeira cheia,110.00
3960,BRC1103A,Escumadeira rasa,90.00
3961,BRC1098A,Colher servir cheia,50.00
3962,BRC1098A,Escumadeira cheia,110.00
3963,BRC1098A,Escumadeira rasa,90.00
3964,BRC1099A,Colher servir cheia,50.00
3965,BRC1099A,Escumadeira cheia,110.00
3966,BRC1099A,Escumadeira rasa,90.00
3967,BRC0598A,Colher servir cheia,50.00
