id,food_code,description,weight_g
605,BRC0120B,Porção média,20.00
606,BRC0121B,Porção média,20.00
607,BRC0127K,Colher servir cheia,60.00
608,BRC0127K,Colher servir rasa,40.00
609,BRC0017U,Colher sopa rasa,15.00
610,BRC0545E,Porção média,100.00
611,BRC0224E,Colher servir cheia,60.00
612,BRC0224E,Colher servir rasa,45.00
613,BRC0953F,Porção média,100.00
614,BRC0232C,Porção média,50.00
615,BRC0188A,Colher servir cheia,90.00
616,BRC0198K,Pedaço/ Unidade/ Fatia (M),5.00
617,BRC0132K,Pedaço/ Unidade/ Fatia (M),5.00
618,BRC0218K,Pedaço/ Unidade/ Fatia (M),5.00
619,BRC0061N,Unidade média,5.00
620,BRC0178K,Unidade média,5.00
621,BRC0137K,Unidade média,5.00
622,BRC0102K,Pedaço/ Unidade/ Fatia (M),80.00
623,BRC0265C,Porção média,30.00
624,BRC0266C,Porção média,60.00
625,BRC0314C,Unidade média,30.00
626,BRC0192C,Pedaço/ Unidade/ Fatia (M),80.00
627,BRC0276C,Porção média,100.00
628,BRC0107C,Pedaço/ Unidade/ Fatia (M),80.00
629,BRC0104C,Pedaço/ Unidade/ Fatia (M),80.00
630,BRC0103C,Pedaço/ Unidade/ Fatia (M),80.00
631,BRC0008C,Pedaço/ Unidade/ Fatia (M),80.00
632,BRC0094C,Pedaço/ Unidade/ Fatia (M),50.00
633,BRC0093C,Pedaço/ Unidade/ Fatia (M),60.00
634,BRC0006C,Pedaço/ Unidade/ Fatia (M),65.00
635,BRC0275C,Unidade média,130.00
636,BRC0009C,Pedaço/ Unidade/ Fatia (M),65.00
637,BRC0106C,Pedaço/ Unidade/ Fatia (M),80.00
638,BRC0010C,Pedaço/ Unidade/ Fatia (M),40.00
639,BRC0092C,Pedaço/ Unidade/ Fatia (M),100.00
640,BRC0313C,Unidade média,10.00
641,BRC0011C,Pedaço/ Unidade/ Fatia (M),40.00
642,BRC0007C,Pedaço/ Unidade/ Fatia (M),50.00
643,BRC0105C,Pedaço/ Unidade/ Fatia (M),70.00
644,BRC0035D,Colher café rasa,2.00
645,BRC0035D,Colher chá cheia,8.00
646,BRC0035D,Colher chá rasa,3.00
647,BRC0035D,Colher sobremesa cheia,21.00
648,BRC0035D,Colher sobremesa rasa,11.00
649,BRC0035D,Colher sopa cheia,22.00
650,BRC0035D,Colher sopa rasa,17.00
651,BRC0064N,Unidade média,30.00
652,BRC0922F,Concha cheia,150.00
653,BRC0221F,Concha cheia,150.00
654,BRC0911B,Colher sopa rasa,30.00
655,BRC0878B,Colher servir cheia,60.00
656,BRC0878B,Colher servir rasa,40.00
657,BRC0879B,Colher servir cheia,60.00
658,BRC0879B,Colher servir rasa,40.00
659,BRC0874B,Colher servir cheia,60.00
660,BRC0874B,Colher servir rasa,40.00
661,BRC0875B,Colher servir cheia,60.00
662,BRC0875B,Colher servir rasa,40.00
663,BRC0876B,Colher servir cheia,60.00
664,BRC0876B,Colher servir rasa,40.00
665,BRC0877B,Colher servir cheia,60.00
666,BRC0877B,Colher servir rasa,40.00
667,BRC0884B,Colher servir cheia,60.00
668,BRC0884B,Colher servir rasa,40.00
669,BRC0302B,Colher sopa cheia,42.00
670,BRC0302B,Colher sopa rasa,30.00
671,BRC0006M,Colher servir cheia,50.00
672,BRC0006M,Colher servir rasa,35.00
673,BRC0006M,Colher sopa cheia,25.00
674,BRC0006M,Colher sopa rasa,15.00
675,BRC0006M,Escumadeira cheia,65.00
676,BRC0049B,Colher sopa cheia,25.00
677,BRC0049B,Colher sopa rasa,15.00
678,BRC0170B,Colher servir cheia,55.00
679,BRC0170B,Colher servir rasa,35.00
680,BRC0170B,Colher sopa cheia,35.00
681,BRC0170B,Colher sopa rasa,25.00
682,BRC0690B,Colher servir cheia,70.00
683,BRC0690B,Colher servir rasa,50.00
684,BRC0687B,Colher servir cheia,70.00
685,BRC0687B,Colher servir rasa,50.00
686,BRC0686B,Colher servir cheia,70.00
687,BRC0686B,Colher servir rasa,50.00
688,BRC0688B,Colher servir cheia,70.00
689,BRC0688B,Colher servir rasa,50.00
690,BRC0689B,Colher servir cheia,70.00
691,BRC0689B,Colher servir rasa,50.00
692,BRC0297B,Colher servir cheia,60.00
693,BRC0297B,Colher sopa cheia,37.00
694,BRC0297B,Colher sopa rasa,22.00
695,BRC0296B,Colher servir cheia,55.00
696,BRC0296B,Colher servir rasa,35.00
697,BRC0296B,Colher sopa cheia,37.00
698,BRC0296B,Colher sopa rasa,22.00
699,BRC0054B,Colher servir cheia,55.00
700,BRC0054B,Colher servir rasa,35.00
701,BRC0054B,Colher sopa cheia,35.00
702,BRC0054B,Colher sopa rasa,25.00
703,BRC0028B,Colher sopa cheia,30.00
704,BRC0028B,Colher sopa rasa,20.00
705,BRC0317B,Colher sopa cheia,25.00
706,BRC0317B,Pedaço/ Unidade/ Fatia (M),70.00
707,BRC0316B,Colher sopa cheia,25.00
708,BRC0316B,Pedaço/ Unidade/ Fatia (M),70.00
709,BRC0295B,Colher servir cheia,60.00
710,BRC0295B,Colher sopa cheia,37.00
711,BRC0295B,Colher sopa rasa,22.00
712,BRC0294B,Colher servir cheia,60.00
713,BRC0294B,Colher sopa cheia,37.00
714,BRC0294B,Colher sopa rasa,22.00
715,BRC0303B,Colher sopa cheia,42.00
716,BRC0303B,Colher sopa rasa,30.00
717,BRC0882B,Colher servir cheia,60.00
718,BRC0882B,Colher servir rasa,40.00
719,BRC0883B,Colher servir cheia,60.00
720,BRC0883B,Colher servir rasa,40.00
721,BRC0881B,Colher servir cheia,60.00
722,BRC0881B,Colher servir rasa,40.00
723,BRC0880B,Colher servir cheia,60.00
724,BRC0880B,Colher servir rasa,40.00
725,BRC0885B,Colher servir cheia,60.00
726,BRC0885B,Colher servir rasa,40.00
727,BRC0299B,Colher sopa cheia,42.00
728,BRC0299B,Colher sopa rasa,30.00
729,BRC0298B,Colher sopa cheia,42.00
730,BRC0298B,Colher sopa rasa,30.00
731,BRC0907B,Colher sopa cheia,30.00
732,BRC0042B,Colher sopa cheia,42.00
733,BRC0042B,Colher sopa rasa,30.00
734,BRC0012B,Colher sopa cheia,24.00
735,BRC0012B,Colher sopa rasa,17.00
736,BRC0305B,Pedaço/ Unidade/ Fatia (M),65.00
737,BRC0304B,Pedaço/ Unidade/ Fatia (M),65.00
738,BRC0301B,Colher sopa cheia,42.00
739,BRC0301B,Colher sopa rasa,30.00
740,BRC0300B,Colher sopa cheia,42.00
741,BRC0300B,Colher sopa rasa,30.00
742,BRC0685B,Colher servir cheia,70.00
743,BRC0685B,Colher servir rasa,40.00
744,BRC0293B,Colher servir cheia,60.00
745,BRC0293B,Colher servir rasa,40.00
746,BRC0293B,Colher sopa cheia,30.00
747,BRC0293B,Escumadeira cheia,80.00
748,BRC0293B,Escumadeira rasa,50.00
749,BRC0292B,Colher servir cheia,60.00
750,BRC0292B,Colher servir rasa,40.00
751,BRC0292B,Colher sopa cheia,30.00
752,BRC0292B,Escumadeira cheia,80.00
753,BRC0292B,Escumadeira rasa,50.00
754,BRC0290B,Colher servir cheia,60.00
755,BRC0290B,Colher servir rasa,40.00
756,BRC0290B,Colher sopa cheia,30.00
757,BRC0290B,Escumadeira cheia,80.00
758,BRC0290B,Escumadeira rasa,50.00
759,BRC0118B,Colher servir cheia,50.00
760,BRC0118B,Colher servir rasa,35.00
761,BRC0118B,Colher sopa cheia,25.00
762,BRC0118B,Colher sopa rasa,15.00
763,BRC0118B,Escumadeira cheia,65.00
764,BRC0048B,Colher servir cheia,50.00
765,BRC0048B,Colher servir rasa,35.00
766,BRC0048B,Colher sopa cheia,25.00
767,BRC0048B,Colher sopa rasa,15.00
768,BRC0048B,Escumadeira cheia,65.00
769,BRC0864B,Colher servir cheia,60.00
770,BRC0864B,Colher servir rasa,40.00
771,BRC0865B,Colher servir cheia,60.00
772,BRC0865B,Colher servir rasa,40.00
773,BRC0862B,Colher servir cheia,60.00
774,BRC0862B,Colher servir rasa,40.00
775,BRC0863B,Colher servir cheia,60.00
776,BRC0863B,Colher servir rasa,40.00
777,BRC0866B,Colher servir cheia,60.00
778,BRC0866B,Colher servir rasa,40.00
779,BRC0867B,Colher servir cheia,60.00
780,BRC0867B,Colher servir rasa,40.00
781,BRC1092B,Colher sopa cheia,42.00
782,BRC1092B,Colher sopa rasa,30.00
783,BRC1093B,Colher sopa cheia,42.00
784,BRC1093B,Colher sopa rasa,30.00
785,BRC0141B,Colher servir cheia,60.00
786,BRC0141B,Colher servir rasa,40.00
787,BRC0141B,Colher sopa cheia,30.00
788,BRC0141B,Escumadeira cheia,80.00
789,BRC0141B,Escumadeira rasa,50.00
790,BRC0140B,Colher servir cheia,60.00
791,BRC0140B,Colher servir rasa,40.00
792,BRC0140B,Colher sopa cheia,30.00
793,BRC0140B,Escumadeira cheia,80.00
794,BRC0140B,Escumadeira rasa,50.00
795,BRC0291B,Colher servir cheia,60.00
796,BRC0291B,Colher servir rasa,40.00
797,BRC0291B,Colher sopa cheia,30.00
798,BRC0291B,Escumadeira cheia,80.00
799,BRC0291B,Escumadeira rasa,50.00
800,BRC0315B,Colher servir cheia,60.00
801,BRC0315B,Colher servir rasa,40.00
802,BRC0315B,Colher sopa cheia,30.00
803,BRC0315B,Escumadeira cheia,80.00
804,BRC0315B,Escumadeira rasa,50.00
805,BRC0314B,Colher servir cheia,60.00
806,BRC0314B,Colher servir rasa,40.00
807,BRC0314B,Colher sopa cheia,30.00
808,BRC0314B,Escumadeira cheia,80.00
809,BRC0314B,Escumadeira rasa,50.00
810,BRC0117B,Colher servir cheia,60.00
811,BRC0117B,Colher servir rasa,40.00
812,BRC0117B,Colher sopa cheia,30.00
813,BRC0117B,Escumadeira cheia,80.00
814,BRC0117B,Escumadeira rasa,50.00
815,BRC0041B,Colher servir rasa,40.00
816,BRC0041B,Colher sopa cheia,30.00
817,BRC0041B,Escumadeira cheia,50.00
818,BRC0013B,Colher sopa cheia,24.00
819,BRC0013B,Colher sopa rasa,17.00
820,BRC0103B,Colher servir cheia,55.00
821,BRC0103B,Colher servir rasa,35.00
822,BRC0103B,Colher sopa cheia,35.00
823,BRC0103B,Colher sopa rasa,25.00
824,BRC0141H,Pedaço/ Unidade/ Fatia (M),100.00
825,BRC0027L,Colher sopa rasa,15.00
826,BRC0006H,Dose / Taça,50.00
827,BRC0160H,Dose / Taça,50.00
828,BRC0046H,Cálice,50.00
829,BRC0133H,Copo americano duplo,240.00
830,BRC0133H,Copo americano pequeno,165.00
831,BRC0707N,Copo americano pequeno,165.00
832,BRC0009H,Copo americano duplo,240.00
833,BRC0009H,Copo americano pequeno,165.00
834,BRC0009H,Dose / Taça,350.00
835,BRC0056H,Cálice,50.00
836,BRC0137H,Pedaço/ Unidade/ Fatia (M),100.00
837,BRC0002H,Dose / Taça,50.00
838,BRC0003H,Dose / Taça,50.00
839,BRC0004H,Dose / Taça,50.00
840,BRC0005H,Dose / Taça,50.00
841,BRC0155H,Dose / Taça,50.00
842,BRC0134H,Copo americano duplo,240.00
843,BRC0134H,Copo americano pequeno,165.00
844,BRC0138H,Porção média,50.00
845,BRC0088H,Copo americano pequeno,165.00
846,BRC0167H,Cálice,50.00
847,BRC0142H,Copo americano pequeno,165.00
848,BRC0139H,Pedaço/ Unidade/ Fatia (M),100.00
849,BRC0166H,Cálice,50.00
850,BRC0147H,Cálice,50.00
851,BRC0034H,Copo americano duplo,240.00
852,BRC0034H,Copo americano pequeno,165.00
853,BRC0034H,Dose / Taça,100.00
854,BRC0035H,Copo americano duplo,240.00
855,BRC0035H,Copo americano pequeno,165.00
856,BRC0035H,Dose / Taça,100.00
857,BRC0116H,Copo americano duplo,240.00
858,BRC0116H,Copo americano pequeno,165.00
859,BRC0038H,Copo americano duplo,240.00
860,BRC0038H,Copo americano pequeno,165.00
861,BRC0038H,Dose / Taça,100.00
862,BRC0036H,Copo americano duplo,240.00
863,BRC0036H,Copo americano pequeno,165.00
864,BRC0036H,Dose / Taça,100.00
865,BRC0037H,Copo americano duplo,240.00
866,BRC0037H,Copo americano pequeno,165.00
867,BRC0037H,Dose / Taça,100.00
868,BRC0040H,Copo americano duplo,240.00
869,BRC0040H,Copo americano pequeno,165.00
870,BRC0040H,Dose / Taça,100.00
871,BRC0041H,Copo americano duplo,240.00
872,BRC0041H,Copo americano pequeno,165.00
873,BRC0041H,Dose / Taça,100.00
874,BRC0039H,Copo americano duplo,240.00
875,BRC0039H,Copo americano pequeno,165.00
876,BRC0039H,Dose / Taça,100.00
877,BRC0143H,Copo americano duplo,240.00
878,BRC0143H,Copo americano pequeno,165.00
879,BRC0001H,Copo americano duplo,240.00
880,BRC0001H,Copo americano pequeno,165.00
881,BRC0001G,Copo americano duplo,240.00
882,BRC0001G,Copo americano pequeno,165.00
883,BRC0002G,Copo americano duplo,240.00
884,BRC0002G,Copo americano pequeno,165.00
885,BRC0003G,Copo americano duplo,240.00
886,BRC0003G,Copo americano pequeno,165.00
887,BRC0034N,Copo americano duplo,240.00
888,BRC0034N,Copo americano pequeno,165.00
889,BRC1214A,Copo americano pequeno,165.00
890,BRC0028U,Copo americano duplo,240.00
891,BRC0028U,Copo americano pequeno,165.00
892,BRC0240T,Copo americano duplo,240.00
893,BRC0240T,Copo americano pequeno,165.00
894,BRC0176H,Copo americano pequeno,165.00
895,BRC0171H,Copo americano duplo,165.00
896,BRC0145H,Copo americano duplo,240.00
897,BRC0145H,Copo americano pequeno,165.00
898,BRC0089H,Xícara chá,200.00
899,BRC0090H,Xícara chá,200.00
900,BRC0163H,Xícara chá,200.00
901,BRC0162H,Xícara chá,200.00
902,BRC0164H,Xícara chá,200.00
903,BRC0165H,Xícara chá,200.00
904,BRC0069H,Xícara chá,200.00
905,BRC0068H,Xícara chá,200.00
906,BRC0080H,Xícara chá,200.00
907,BRC0079H,Xícara chá,200.00
908,BRC0083H,Xícara chá,200.00
909,BRC0086H,Xícara chá,200.00
910,BRC0081H,Xícara chá,200.00
911,BRC0082H,Xícara chá,200.00
912,BRC0085H,Xícara chá,200.00
913,BRC0084H,Xícara chá,200.00
914,BRC0092H,Xícara chá,200.00
915,BRC0091H,Xícara chá,200.00
916,BRC0093H,Xícara chá,200.00
917,BRC0094H,Xícara chá,200.00
918,BRC0096H,Xícara chá,200.00
919,BRC0095H,Xícara chá,200.00
920,BRC0098H,Xícara chá,200.00
921,BRC0097H,Xícara chá,200.00
922,BRC0100H,Xícara chá,200.00
923,BRC0099H,Xícara chá,200.00
924,BRC0102H,Xícara chá,200.00
925,BRC0101H,Xícara chá,200.00
926,BRC0043H,Copo americano duplo,240.00
927,BRC0043H,Copo americano pequeno,165.00
928,BRC0043H,Xícara chá,200.00
929,BRC0044H,Copo americano duplo,240.00
930,BRC0044H,Copo americano pequeno,165.00
931,BRC0044H,Xícara chá,200.00
932,BRC0070H,Xícara chá,200.00
933,BRC0073H,Xícara chá,200.00
934,BRC0072H,Xícara chá,200.00
935,BRC0104H,Xícara chá,200.00
936,BRC0103H,Xícara chá,200.00
937,BRC0071H,Xícara chá,200.00
938,BRC0059H,Xícara chá,200.00
939,BRC0173H,Copo americano pequeno,165.00
940,BRC0042H,Copo americano duplo,240.00
941,BRC0042H,Copo americano pequeno,165.00
942,BRC0042H,Xícara chá,200.00
943,BRC0007H,Copo americano duplo,240.00
944,BRC0007H,Copo americano pequeno,165.00
945,BRC0007H,Xícara chá,200.00
946,BRC0159H,Copo americano duplo,240.00
947,BRC0159H,Copo americano pequeno,165.00
948,BRC0159H,Xícara chá,200.00
949,BRC0061H,Xícara chá,200.00
950,BRC0060H,Xícara chá,200.00
951,BRC0063H,Xícara chá,200.00
952,BRC0062H,Xícara chá,200.00
953,BRC0051L,Colher sobremesa cheia,4.00
954,BRC0065H,Xícara chá,200.00
955,BRC0067H,Xícara chá,200.00
956,BRC0066H,Xícara chá,200.00
957,BRC0064H,Xícara chá,200.00
958,BRC0108H,Xícara chá,200.00
959,BRC0106H,Xícara chá,200.00
960,BRC0107H,Xícara chá,200.00
961,BRC0105H,Xícara chá,200.00
962,BRC0077H,Xícara chá,200.00
963,BRC0075H,Xícara chá,200.00
964,BRC0076H,Xícara chá,200.00
965,BRC0074H,Xícara chá,200.00
966,BRC0047H,Copo americano duplo,240.00
967,BRC0047H,Copo americano pequeno,165.00
968,BRC0047H,Xícara chá,200.00
969,BRC0045H,Copo americano duplo,240.00
970,BRC0045H,Copo americano pequeno,165.00
971,BRC0045H,Xícara chá,200.00
972,BRC0111H,Xícara chá,200.00
973,BRC0087H,Xícara chá,200.00
974,BRC0109H,Xícara chá,200.00
975,BRC0113H,Xícara chá,200.00
976,BRC0112H,Xícara chá,200.00
977,BRC0110H,Xícara chá,200.00
978,BRC0115H,Xícara chá,200.00
979,BRC0114H,Xícara chá,200.00
980,BRC0156H,Copo americano duplo,240.00
981,BRC0156H,Copo americano pequeno,165.00
982,BRC0156H,Dose / Taça,350.00
983,BRC0058H,Copo americano duplo,240.00
984,BRC0058H,Copo americano pequeno,165.00
985,BRC0058H,Xícara chá,200.00
986,BRC0057H,Xícara chá,200.00
987,BRC0053H,Copo americano duplo,240.00
988,BRC0053H,Copo americano pequeno,165.00
989,BRC0053H,Xícara chá,200.00
990,BRC0021H,Xícara chá,200.00
991,BRC0050H,Copo americano duplo,240.00
992,BRC0050H,Copo americano pequeno,165.00
993,BRC0050H,Xícara chá,200.00
994,BRC0051H,Copo americano duplo,240.00
995,BRC0051H,Copo americano pequeno,165.00
996,BRC0051H,Xícara chá,200.00
997,BRC0052H,Copo americano duplo,240.00
998,BRC0052H,Copo americano pequeno,165.00
999,BRC0052H,Xícara chá,200.00
1000,BRC0015H,Xícara chá,200.00
1001,BRC0045N,Copo americano duplo,240.00
1002,BRC0045N,Copo americano pequeno,165.00
1003,BRC0045N,Pedaço/ Unidade/ Fatia (M),350.00
1004,BRC0010H,Copo americano duplo,240.00
1005,BRC0010H,Copo americano pequeno,165.00
1006,BRC0010H,Pedaço/ Unidade/ Fatia (M),350.00
1007,BRC0012H,Copo americano duplo,240.00
1008,BRC0012H,Copo americano pequeno,165.00
1009,BRC0012H,Pedaço/ Unidade/ Fatia (M),350.00
1010,BRC0046N,Copo americano duplo,240.00
1011,BRC0046N,Copo americano pequeno,165.00
1012,BRC0046N,Pedaço/ Unidade/ Fatia (M),350.00
1013,BRC0055H,Copo americano duplo,240.00
1014,BRC0055H,Copo americano pequeno,165.00
1015,BRC0055H,Xícara chá,200.00
1016,BRC0011H,Copo americano duplo,240.00
1017,BRC0011H,Copo americano pequeno,165.00
1018,BRC0011H,Xícara chá,200.00
1019,BRC0049H,Copo americano duplo,240.00
1020,BRC0049H,Copo americano pequeno,165.00
1021,BRC0049H,Xícara chá,200.00
1022,BRC0013H,Copo americano duplo,240.00
1023,BRC0013H,Copo americano pequeno,165.00
1024,BRC0013H,Xícara chá,200.00
1025,BRC0022H,Xícara chá,200.00
1026,BRC0104G,Copo americano duplo,240.00
1027,BRC0104G,Copo americano pequeno,165.00
1028,BRC0104G,Pedaço/ Unidade/ Fatia (M),200.00
1029,BRC0099G,Copo americano duplo,240.00
1030,BRC0099G,Copo americano pequeno,165.00
1031,BRC0099G,Pedaço/ Unidade/ Fatia (M),200.00
1032,BRC0097G,Copo americano duplo,240.00
1033,BRC0097G,Copo americano pequeno,165.00
1034,BRC0097G,Pedaço/ Unidade/ Fatia (M),200.00
1035,BRC0098G,Copo americano duplo,240.00
1036,BRC0098G,Copo americano pequeno,165.00
1037,BRC0098G,Pedaço/ Unidade/ Fatia (M),200.00
1038,BRC0160G,Copo americano duplo,240.00
1039,BRC0160G,Copo americano pequeno,165.00
1040,BRC0160G,Pedaço/ Unidade/ Fatia (M),200.00
1041,BRC0095G,Copo americano duplo,240.00
1042,BRC0095G,Copo americano pequeno,165.00
1043,BRC0095G,Xícara chá,200.00
1044,BRC0103G,Copo americano duplo,240.00
1045,BRC0103G,Copo americano pequeno,165.00
1046,BRC0103G,Pedaço/ Unidade/ Fatia (M),200.00
1047,BRC0101G,Copo americano duplo,240.00
1048,BRC0101G,Copo americano pequeno,165.00
1049,BRC0101G,Pedaço/ Unidade/ Fatia (M),200.00
1050,BRC0102G,Copo americano duplo,240.00
1051,BRC0102G,Copo americano pequeno,165.00
1052,BRC0102G,Pedaço/ Unidade/ Fatia (M),200.00
1053,BRC0100G,Copo americano duplo,240.00
1054,BRC0100G,Copo americano pequeno,165.00
1055,BRC0100G,Pedaço/ Unidade/ Fatia (M),200.00
1056,BRC0048H,Copo americano duplo,240.00
1057,BRC0048H,Copo americano pequeno,165.00
1058,BRC0048H,Xícara chá,200.00
1059,BRC0363B,Copo americano duplo,240.00
1060,BRC0363B,Copo americano pequeno,165.00
1061,BRC0362B,Copo americano duplo,240.00
1062,BRC0362B,Copo americano pequeno,165.00
1063,BRC0148H,Pedaço/ Unidade/ Fatia (M),200.00
1064,BRC0154H,Copo americano duplo,240.00
1065,BRC0154H,Copo americano pequeno,165.00
1066,BRC0057N,Colher sopa rasa,15.00
1067,BRC0710N,Copo americano duplo,240.00
1068,BRC0710N,Copo americano pequeno,165.00
1069,BRC1122A,Copo americano duplo,240.00
1070,BRC1122A,Copo americano pequeno,165.00
1071,BRC1121A,Copo americano duplo,240.00
1072,BRC1121A,Copo americano pequeno,165.00
1073,BRC0142T,Copo americano duplo,240.00
1074,BRC0142T,Copo americano pequeno,165.00
1075,BRC0142T,Xícara chá,200.00
1076,BRC0144T,Copo americano duplo,240.00
1077,BRC0144T,Copo americano pequeno,165.00
1078,BRC0144T,Xícara chá,200.00
1079,BRC0143T,Copo americano duplo,240.00
1080,BRC0143T,Copo americano pequeno,165.00
1081,BRC0143T,Xícara chá,200.00
1082,BRC0141T,Copo americano duplo,240.00
1083,BRC0141T,Copo americano pequeno,165.00
1084,BRC0141T,Xícara chá,200.00
1085,BRC0109T,Copo americano duplo,240.00
1086,BRC0109T,Copo americano pequeno,165.00
1087,BRC0109T,Xícara chá,200.00
1088,BRC0033U,Copo americano duplo,240.00
1089,BRC0033U,Copo americano pequeno,165.00
1090,BRC0032U,Copo americano duplo,240.00
1091,BRC0032U,Copo americano pequeno,165.00
1092,BRC0191K,Pedaço/ Unidade/ Fatia (M),25.00
1093,BRC0143K,Pedaço/ Unidade/ Fatia (M),30.00
1094,BRC0693B,Porção média,90.00
1095,BRC0692B,Porção média,90.00
1096,BRC0695B,Porção média,90.00
1097,BRC0694B,Pedaço/ Unidade/ Fatia (M),90.00
1098,BRC0696B,Porção média,90.00
1099,BRC0697B,Pedaço/ Unidade/ Fatia (M),90.00
1100,BRC0168B,Pedaço/ Unidade/ Fatia (M),30.00
1101,BRC0167B,Pedaço/ Unidade/ Fatia (M),30.00
1102,BRC0222B,Colher sopa cheia,25.00
1103,BRC0221B,Colher sopa cheia,25.00
1104,BRC0157B,Colher sopa cheia,25.00
1105,BRC0014B,Colher sopa cheia,10.00
1106,BRC0287B,Pedaço/ Unidade/ Fatia (M),20.00
1107,BRC0156B,Pedaço/ Unidade/ Fatia (M),20.00
1108,BRC0043B,Colher servir cheia,75.00
1109,BRC0043B,Colher servir rasa,60.00
1110,BRC0043B,Colher sopa cheia,25.00
1111,BRC0043B,Colher sopa rasa,20.00
1112,BRC0043B,Escumadeira cheia,125.00
1113,BRC0043B,Escumadeira rasa,75.00
1114,BRC0359B,Colher sopa cheia,25.00
1115,BRC0358B,Colher sopa cheia,25.00
1116,BRC0912B,Colher sopa cheia,20.00
1117,BRC0327B,Colher servir cheia,38.00
1118,BRC0327B,Colher sopa cheia,20.00
1119,BRC0327B,Colher sopa rasa,14.00
1120,BRC0327B,Escumadeira rasa,45.00
1121,BRC0326B,Colher servir cheia,38.00
1122,BRC0326B,Colher sopa cheia,20.00
1123,BRC0326B,Colher sopa rasa,14.00
1124,BRC0326B,Escumadeira rasa,45.00
1125,BRC0044B,Colher servir cheia,38.00
1126,BRC0044B,Colher sopa cheia,20.00
1127,BRC0044B,Colher sopa rasa,14.00
1128,BRC0044B,Escumadeira rasa,45.00
1129,BRC0015B,Colher sopa cheia,25.00
1130,BRC0015B,Colher sopa rasa,16.00
1131,BRC0923F,Porção média,110.00
1132,BRC0222F,Pedaço/ Unidade/ Fatia (M),130.00
1133,BRC0293F,Pedaço/ Unidade/ Fatia (M),110.00
1134,BRC0312F,Pedaço/ Unidade/ Fatia (M),110.00
1135,BRC0401F,Pedaço/ Unidade/ Fatia (M),110.00
1136,BRC0402F,Pedaço/ Unidade/ Fatia (M),110.00
1137,BRC1018A,Pedaço/ Unidade/ Fatia (M),7.00
1138,BRC0415A,Unidade média,10.00
1139,BRC1019A,Pedaço/ Unidade/ Fatia (M),7.00
1140,BRC0029A,Pedaço/ Unidade/ Fatia (M),6.00
1141,BRC0030A,Pedaço/ Unidade/ Fatia (M),6.00
1142,BRC0039A,Pedaço/ Unidade/ Fatia (M),8.00
1143,BRC0031A,Pedaço/ Unidade/ Fatia (M),6.00
1144,BRC0033A,Pedaço/ Unidade/ Fatia (M),6.00
1145,BRC0036A,Pedaço/ Unidade/ Fatia (M),6.00
1146,BRC0037A,Pedaço/ Unidade/ Fatia (M),6.00
1147,BRC0038A,Pedaço/ Unidade/ Fatia (M),6.00
1148,BRC0032A,Pedaço/ Unidade/ Fatia (M),6.00
1149,BRC0034A,Pedaço/ Unidade/ Fatia (M),6.00
1150,BRC0041A,Pedaço/ Unidade/ Fatia (M),8.00
1151,BRC0040A,Pedaço/ Unidade/ Fatia (M),8.00
1152,BRC0042A,Pedaço/ Unidade/ Fatia (M),13.00
1153,BRC0069N,Porção média,30.00
1154,BRC0072N,Porção média,30.00
1155,BRC0200A,Pedaço/ Unidade/ Fatia (M),5.00
1156,BRC0028A,Pedaço/ Unidade/ Fatia (M),5.00
1157,BRC0045A,Pedaço/ Unidade/ Fatia (M),13.00
1158,BRC0071N,Porção média,30.00
1159,BRC0067N,Porção média,30.00
1160,BRC0044A,Pedaço/ Unidade/ Fatia (M),13.00
1161,BRC0046A,Pedaço/ Unidade/ Fatia (M),13.00
1162,BRC0047A,Pedaço/ Unidade/ Fatia (M),13.00
1163,BRC0048A,Pedaço/ Unidade/ Fatia (M),7.00
1164,BRC0043A,Pedaço/ Unidade/ Fatia (M),13.00
1165,BRC0027A,Pedaço/ Unidade/ Fatia (M),5.00
