id,code,url,portuguese_name,name,cientific_name,group,brand
525,BRC0087H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=M1sL0WS5fC7uq%2BWpKxpNvA%3D%3D,"Bebida, capuccino tradicional (leite desnatado, café - infusão 10% e canela em pó), c/ açúcar","Bebida, capuccino tradicional (leite desnatado, café - infusão 10% e canela em pó), c/ açúcar",,Bebidas,
526,BRC0109H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WgBeARAM2ALArnSmyxPOYQ%3D%3D,"Bebida, capuccino tradicional (leite desnatado, café - infusão 10% e canela em pó), s/ açúcar","Bebida, capuccino tradicional (leite desnatado, café - infusão 10% e canela em pó), s/ açúcar",,Bebidas,
527,BRC0113H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=0gM9vf%2B1GNpz10LuhCVfHQ%3D%3D,"Bebida, capuccino tradicional (leite desnatado, café descafeinado - infusão e canela em pó), c/ açúcar","Bebida, capuccino tradicional (leite desnatado, café descafeinado - infusão e canela em pó), c/ açúcar",,Bebidas,
528,BRC0112H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=fiLy2fRqPftkTTASGsMHxQ%3D%3D,"Bebida, capuccino tradicional (leite desnatado, café descafeinado - infusão e canela em pó), s/ açúcar","Bebida, capuccino tradicional (leite desnatado, café descafeinado - infusão e canela em pó), s/ açúcar",,Bebidas,
529,BRC0110H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yq1kiitIM8gwJsiXAAPYow%3D%3D,"Bebida, capuccino tradicional (leite integral, café - infusão 10% e canela em pó), s/ açúcar","Bebida, capuccino tradicional (leite integral, café - infusão 10% e canela em pó), s/ açúcar",,Bebidas,
530,BRC0115H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=hOxT%2FMedA32z6QW4lW1qsw%3D%3D,"Bebida, capuccino tradicional (leite integral, café descafeinado - infusão e canela em pó), c/ açúcar","Bebida, capuccino tradicional (leite integral, café descafeinado - infusão e canela em pó), c/ açúcar",,Bebidas,
531,BRC0114H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WVqWIjmI4iBSYq8MU8MQfg%3D%3D,"Bebida, capuccino tradicional (leite integral, café descafeinado - infusão e canela em pó), s/ açúcar","Bebida, capuccino tradicional (leite integral, café descafeinado - infusão e canela em pó), s/ açúcar",,Bebidas,
532,BRC0156H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=3u9%2BkEPz%2BjZUjwr9ovuPVw%3D%3D,"Bebida, cerveja, sem álcool (dado importado)","Bebida, cerveja, sem álcool (dado importado)",,Bebidas,
533,BRC0058H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jpnqm6Dz0LWxhYwU%2BBrsyA%3D%3D,"Bebida, chá, camomila, infusão, c/ açúcar","Bebida, chá, camomila, infusão, c/ açúcar",,Bebidas,
534,BRC0057H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=PZHUbefNbuq%2B11ZRzw5%2BWQ%3D%3D,"Bebida, chá, camomila, infusão, s/ açúcar (dado importado)","Bebida, chá, camomila, infusão, s/ açúcar (dado importado)",Matricaria chamomilla,Bebidas,
535,BRC0053H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=nGZdFebo3Z0y%2B2sNSW25xA%3D%3D,"Bebida, chá, erva-doce, infusão 5%, c/ açúcar","Bebida, chá, erva-doce, infusão 5%, c/ açúcar",Pimpinela anisum,Bebidas,
536,BRC0021H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=slEucOhChZBisSlThf07SQ%3D%3D,"Bebida, chá, erva-doce, infusão 5%, s/ açúcar (dado importado)","Bebida, chá, erva-doce, infusão 5%, s/ açúcar (dado importado)",Pimpinela anisum,Bebidas,
537,BRC0050H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=9ljgrUXXUdQOJ0gQMW5kCA%3D%3D,"Bebida, chá, infusão, c/ açúcar (média de várias ervas)","Bebida, chá, infusão, c/ açúcar (média de várias ervas)",,Bebidas,
538,BRC0051H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=3m62Zfhqv%2FWKW3qHv5wDug%3D%3D,"Bebida, chá, infusão, capim-santo (capim-cidreira, capim-limão), planta, folha, c/ açúcar","Bebida, chá, infusão, capim-santo (capim-cidreira, capim-limão), planta, folha, c/ açúcar",Cymbopogon citratus Stapf.,Bebidas,
539,BRC0052H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qCJ1ZLf7j5mBnYwsKMcGLw%3D%3D,"Bebida, chá, infusão, cidreira, planta, folha, c/ açúcar","Bebida, chá, infusão, cidreira, planta, folha, c/ açúcar",Lippia alba (Mill.) N.E. Brown,Bebidas,
540,BRC0015H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=MUaWI%2FW2cLke2xwjclO6Zg%3D%3D,"Bebida, chá, infusão, s/ açúcar (média de várias ervas), Brasil","Bebida, chá, infusão, s/ açúcar (média de várias ervas), Brasil",,Bebidas,
541,BRC0045N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=uFzdfzG5lcC9%2Fq03Al3L2w%3D%3D,"Bebida, chá, lata/garrafa, limão, light, Brasil","Bebida, chá, lata/garrafa, limão, light, Brasil",,Alimentos para fins especiais,Lipton
542,BRC0010H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zs60SuMFuv7WAclqFno9rg%3D%3D,"Bebida, chá, lata/garrafa, limão, s/açúcar, Brasil","Bebida, chá, lata/garrafa, limão, s/açúcar, Brasil",,Bebidas,Lipton
543,BRC0012H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=DXvpemxgaaSuO3PHzo6iBg%3D%3D,"Bebida, chá, lata/garrafa, pêssego, Brasil","Bebida, chá, lata/garrafa, pêssego, Brasil",,Bebidas,
544,BRC0046N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zZ5rlOXzxuGYLzwlPReytg%3D%3D,"Bebida, chá, lata/garrafa, pêssego, light, Brasil","Bebida, chá, lata/garrafa, pêssego, light, Brasil",,Alimentos para fins especiais,Lipton
545,BRC0055H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=cqTYiXPQzvcunzVuIM5a9g%3D%3D,"Bebida, chá, mate, infusão 5%, c/ açúcar","Bebida, chá, mate, infusão 5%, c/ açúcar",,Bebidas,
546,BRC0011H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=AqHIC6GqCQA897hrEkdUzQ%3D%3D,"Bebida, chá, mate, infusão 5%, s/ açúcar, Brasil","Bebida, chá, mate, infusão 5%, s/ açúcar, Brasil",Ilex paraguariensis,Bebidas,
547,BRC0049H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zFyf3F7SLIwP6B6%2BwCgf8g%3D%3D,"Bebida, chá, preto, infusão 5%, c/ açúcar","Bebida, chá, preto, infusão 5%, c/ açúcar",,Bebidas,
548,BRC0013H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WLbp5%2F52sQtB206702yYLA%3D%3D,"Bebida, chá, preto, infusão 5%, s/ açúcar, Brasil","Bebida, chá, preto, infusão 5%, s/ açúcar, Brasil",Camellia sinensis,Bebidas,
549,BRC0022H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=0xYADV3pMBn6QGPzFu3cMQ%3D%3D,"Bebida, infusão, erva-mate, chimarrão, (70g de matéria seca - 30% de ramos e 70% de folhas - em 1 L de água),","Bebida, infusão, erva-mate, chimarrão, (70g de matéria seca - 30% de ramos e 70% de folhas - em 1 L de água),",Ilex paraguariensis St. Hil.,Bebidas,
550,BRC0104G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=CdgjNrvkACF172yVOblNEg%3D%3D,"Bebida, leite desnatado, c/ achocolatado em pó (10%), s/ açúcar","Bebida, leite desnatado, c/ achocolatado em pó (10%), s/ açúcar",,Leite e derivados,
551,BRC0099G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=BtIc3C8BFq%2Bqwx1C%2BlYrAQ%3D%3D,"Bebida, leite desnatado, c/ cacau em pó (10%), c/ açúcar","Bebida, leite desnatado, c/ cacau em pó (10%), c/ açúcar",,Leite e derivados,
552,BRC0097G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=GVa0bVXinaoy%2BW4x168GoA%3D%3D,"Bebida, leite desnatado, c/ cacau em pó (10%), s/ açúcar","Bebida, leite desnatado, c/ cacau em pó (10%), s/ açúcar",,Leite e derivados,
553,BRC0098G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=pvJsjkD3JVvfxc2CngMFQg%3D%3D,"Bebida, leite desnatado, c/ chocolate em pó (10%), c/ açúcar","Bebida, leite desnatado, c/ chocolate em pó (10%), c/ açúcar",,Leite e derivados,
554,BRC0160G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=62MBIvcSlAxXmyF02A3tVA%3D%3D,"Bebida, leite desnatado, c/ chocolate em pó (10%), s/ açúcar","Bebida, leite desnatado, c/ chocolate em pó (10%), s/ açúcar",,Leite e derivados,
555,BRC0095G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7XVjP7pP%2FvutadlCiJf2Uw%3D%3D,"Bebida, leite integral, c/ achocolatado em pó (10%), s/ açúcar","Bebida, leite integral, c/ achocolatado em pó (10%), s/ açúcar",,Leite e derivados,
556,BRC0103G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=wvEHv54F6wu8ZQ4fl2SBtg%3D%3D,"Bebida, leite integral, c/ cacau em pó (10%), c/ açúcar","Bebida, leite integral, c/ cacau em pó (10%), c/ açúcar",,Leite e derivados,
557,BRC0101G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yU3k7afGpmuTLygJ9ADbGg%3D%3D,"Bebida, leite integral, c/ cacau em pó (10%), s/ açúcar","Bebida, leite integral, c/ cacau em pó (10%), s/ açúcar",,Leite e derivados,
558,BRC0102G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=5dWqFPTYJEyOBikgQ7zvUg%3D%3D,"Bebida, leite integral, c/ chocolate em pó (10%), c/ açúcar","Bebida, leite integral, c/ chocolate em pó (10%), c/ açúcar",,Leite e derivados,
559,BRC0100G,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zemMkFnieE9GcxDepSmmuQ%3D%3D,"Bebida, leite integral, c/ chocolate em pó (10%), s/ açúcar","Bebida, leite integral, c/ chocolate em pó (10%), s/ açúcar",,Leite e derivados,
560,BRC0048H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LhFeA3SaR%2FA%2Ffi9%2FLlSJ8A%3D%3D,"Bebida, leite, c/ achocolatado em pó (10%), s/ açúcar","Bebida, leite, c/ achocolatado em pó (10%), s/ açúcar",,Bebidas,
561,BRC0363B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yaefct3AmUMH38AwZPz97g%3D%3D,"Bebida, refresco, beterraba, c/ açúcar","Bebida, refresco, beterraba, c/ açúcar",,Vegetais e derivados,
562,BRC0362B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2Bq6Ma%2FRJEp8JCzLLRYwgew%3D%3D,"Bebida, refresco, beterraba, s/ açúcar","Bebida, refresco, beterraba, s/ açúcar",,Vegetais e derivados,
563,BRC0148H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WS4wk6RaijwIph04Tr%2F25A%3D%3D,"Bebida, refresco, em pó, preparado, c/ água","Bebida, refresco, em pó, preparado, c/ água",,Bebidas,
564,BRC0154H,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ndvbE9k2L4ERuKfBLKqmsQ%3D%3D,"Bebida, refresco, groselha, c/ xarope , s/ açúcar, Brasil","Bebida, refresco, groselha, c/ xarope , s/ açúcar, Brasil",,Bebidas,
565,BRC0057N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=KBaoC9ZrNORHOnKWVUTovg%3D%3D,"Bebida, substituto de refeição, em pó (dado importado)","Bebida, substituto de refeição, em pó (dado importado)",,Alimentos para fins especiais,
566,BRC0710N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Jku5Jjdu1COTjoO4R5TVXg%3D%3D,"Bebida, substituto de refeição, preparada (dado importado)","Bebida, substituto de refeição, preparada (dado importado)",,Alimentos para fins especiais,
567,BRC1122A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=JJGAqe5uKX78DS%2Bte%2B%2BZdg%3D%3D,"Bebida, substituto do leite - bebida vegetal à base de arroz, c/ cacau em pó, s/ açúcar","Bebida, substituto do leite - bebida vegetal à base de arroz, c/ cacau em pó, s/ açúcar",,Cereais e derivados,
568,BRC1121A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tqzmfEa7N5WsfAdDtKrIhQ%3D%3D,"Bebida, substituto do leite - bebida vegetal à base de arroz, c/ chocolate em pó, c/ açúcar","Bebida, substituto do leite - bebida vegetal à base de arroz, c/ chocolate em pó, c/ açúcar",,Cereais e derivados,
569,BRC0142T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=PAxC8YmwTgNIiadutRbnhw%3D%3D,"Bebida, substituto do leite - extrato de soja, natural, c/ achocolatado em pó, s/ açúcar","Bebida, substituto do leite - extrato de soja, natural, c/ achocolatado em pó, s/ açúcar",,Leguminosas e derivados,
570,BRC0144T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=URf5EwEHEXGbef7rlSi9oQ%3D%3D,"Bebida, substituto do leite - extrato de soja, natural, c/ cacau em pó, c/ açúcar","Bebida, substituto do leite - extrato de soja, natural, c/ cacau em pó, c/ açúcar",,Leguminosas e derivados,
571,BRC0143T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=whQ57q0%2FhInoWnSjrDYqag%3D%3D,"Bebida, substituto do leite - extrato de soja, natural, c/ cacau em pó, s/ açúcar","Bebida, substituto do leite - extrato de soja, natural, c/ cacau em pó, s/ açúcar",,Leguminosas e derivados,
572,BRC0141T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=QpE7jFwV%2FeCkhvg%2Bt%2BUSFw%3D%3D,"Bebida, substituto do leite - extrato de soja, natural, c/ chocolate em pó, c/ açúcar","Bebida, substituto do leite - extrato de soja, natural, c/ chocolate em pó, c/ açúcar",,Leguminosas e derivados,
573,BRC0109T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jLkONtfPVxEVnZNhpAOoZw%3D%3D,"Bebida, substituto do leite - extrato de soja, natural, c/ chocolate em pó, s/ açúcar","Bebida, substituto do leite - extrato de soja, natural, c/ chocolate em pó, s/ açúcar",,Leguminosas e derivados,
574,BRC0033U,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=vA4jLG02vQ%2ByPQVpu6bcRQ%3D%3D,"Bebida, substituto do leite b bebida vegetal à base de amêndoa, c/ cacau em pó, s/ açúcar","Bebida, substituto do leite b bebida vegetal à base de amêndoa, c/ cacau em pó, s/ açúcar",,Nozes e sementes,
575,BRC0032U,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6iuR1hcw2RZZpp%2FdbjhYIQ%3D%3D,"Bebida, substituto do leite, bebida vegetal à base de amêndoa, c/ chocolate em pó, c/ açúcar","Bebida, substituto do leite, bebida vegetal à base de amêndoa, c/ chocolate em pó, c/ açúcar",,Nozes e sementes,
576,BRC0191K,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=OW0vVgcLGEG67CpTW9mPqA%3D%3D,"Beijinho, c/ coco ralado, caseiro","Beijinho, c/ coco ralado, caseiro",,Açúcares e doces,
577,BRC0143K,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=XKUFQSGn%2Fzt0nmV1gFtpew%3D%3D,"Bem casado, c/ recheio de doce de leite, c/ açúcar polvilhado","Bem casado, c/ recheio de doce de leite, c/ açúcar polvilhado",,Açúcares e doces,
578,BRC0693B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=3KbiAScDemNjKWXms9peEg%3D%3D,"Berinjela recheada, c/ carne bovina, c/ sal","Berinjela recheada, c/ carne bovina, c/ sal",,Vegetais e derivados,
579,BRC0692B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=MOnIpNFm6dlBO5rWvuQBgA%3D%3D,"Berinjela recheada, c/ muçarela, c/ carne bovina, c/ sal","Berinjela recheada, c/ muçarela, c/ carne bovina, c/ sal",,Vegetais e derivados,
580,BRC0695B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jHm%2BrBOUp4GRs6FcsX32TQ%3D%3D,"Berinjela recheada, c/ muçarela, c/ peito de frango, c/ sal","Berinjela recheada, c/ muçarela, c/ peito de frango, c/ sal",,Vegetais e derivados,
581,BRC0694B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ILyrYZNeFeO4nNLd4DfLbA%3D%3D,"Berinjela recheada, c/ peito de frango, c/ sal","Berinjela recheada, c/ peito de frango, c/ sal",,Vegetais e derivados,
582,BRC0696B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7pRpWqNPKOJHITMFmLxB6w%3D%3D,"Berinjela recheada, c/ queijo muçarela (mussarela, muzarela, mozarela), c/ vegetais, c/ sal, Brasil","Berinjela recheada, c/ queijo muçarela (mussarela, muzarela, mozarela), c/ vegetais, c/ sal, Brasil",,Vegetais e derivados,
583,BRC0697B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=nXETEKcxlvJZ6TTui6BuKw%3D%3D,"Berinjela recheada, s/ muçarela, c/ vegetais, c/ sal","Berinjela recheada, s/ muçarela, c/ vegetais, c/ sal",,Vegetais e derivados,
584,BRC0168B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=lTf4D5mMCCMrLXtvmZ6IDg%3D%3D,"Berinjela, c/ casca, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, c/ sal","Berinjela, c/ casca, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, c/ sal",,Vegetais e derivados,
585,BRC0167B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=uYTQTSfW4AwjtOP92LWF5w%3D%3D,"Berinjela, c/ casca, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ sal","Berinjela, c/ casca, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ sal",Solanum melongena L.,Vegetais e derivados,
586,BRC0222B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6Bv7LSzhbW3ZpptDUakD6g%3D%3D,"Berinjela, c/ casca, cozida, drenada, c/ óleo de soja, c/ sal","Berinjela, c/ casca, cozida, drenada, c/ óleo de soja, c/ sal",Solanum melongena L.,Vegetais e derivados,
587,BRC0221B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=YMvTrGVSFGl0vb%2FzVXxULA%3D%3D,"Berinjela, c/ casca, cozida, drenada, c/ óleo de soja, s/ sal","Berinjela, c/ casca, cozida, drenada, c/ óleo de soja, s/ sal",Solanum melongena L.,Vegetais e derivados,
588,BRC0157B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=z9uvHKhwlzYP5HamTEf7rg%3D%3D,"Berinjela, c/ casca, cozida, drenada, s/ óleo, c/ sal","Berinjela, c/ casca, cozida, drenada, s/ óleo, c/ sal",Solanum melongena L.,Vegetais e derivados,
589,BRC0014B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=OsFCeEQvwrqpco%2FGu3iqQQ%3D%3D,"Berinjela, c/ casca, crua, Brasil","Berinjela, c/ casca, crua, Brasil",Solanum melongena L.,Vegetais e derivados,
590,BRC0287B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WRyXJiZGTauq5ojgpUQL4g%3D%3D,"Berinjela, c/ casca, grelhada, s/ óleo, c/ sal","Berinjela, c/ casca, grelhada, s/ óleo, c/ sal",Solanum melongena L.,Vegetais e derivados,
591,BRC0156B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=lLv4pb8OlEN20%2BFGOE23Rg%3D%3D,"Berinjela, c/ casca, grelhada, s/ óleo, s/ sal, Brasil","Berinjela, c/ casca, grelhada, s/ óleo, s/ sal, Brasil",Solanum melongena L.,Vegetais e derivados,
592,BRC0043B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=8Q8ESRYfveRmxAa5Q6587w%3D%3D,"Berinjela, cozida, drenada, s/ óleo, s/ sal, Brasil","Berinjela, cozida, drenada, s/ óleo, s/ sal, Brasil",Solanum melongena L.,Vegetais e derivados,
593,BRC0359B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2FBRRWCknl%2B3KxDBpyStbeQ%3D%3D,"Berinjela, refogada (c/ óleo, cebola e alho), c/ sal","Berinjela, refogada (c/ óleo, cebola e alho), c/ sal",Solanum melongena L.,Vegetais e derivados,
594,BRC0358B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qGx0I2kn%2FsCCJ8iTy3g5FA%3D%3D,"Berinjela, refogada (c/ óleo, cebola e alho), s/ sal","Berinjela, refogada (c/ óleo, cebola e alho), s/ sal",Solanum melongena L.,Vegetais e derivados,
595,BRC0912B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7T4S3ikCFAaEZFH78CMdPQ%3D%3D,"Beterraba, cozida, drenada, s/ óleo, c/ sal","Beterraba, cozida, drenada, s/ óleo, c/ sal",Beta vulgaris L.,Vegetais e derivados,
596,BRC0327B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=oMliAmbCbP2dZuAbhxRADg%3D%3D,"Beterraba, refogada (c/ óleo, cebola e alho), c/ sal","Beterraba, refogada (c/ óleo, cebola e alho), c/ sal",Beta vulgaris L.,Vegetais e derivados,
597,BRC0326B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=JL%2FO05v52g%2F6Srrf%2BUBw6g%3D%3D,"Beterraba, refogada (c/ óleo, cebola e alho), s/ sal","Beterraba, refogada (c/ óleo, cebola e alho), s/ sal",Beta vulgaris L.,Vegetais e derivados,
598,BRC0044B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ivT5Xqmp5o9km%2BHym%2BCgJA%3D%3D,"Beterraba, s/ casca, cozida, drenada, s/ óleo, s/ sal, Brasil","Beterraba, s/ casca, cozida, drenada, s/ óleo, s/ sal, Brasil",Beta vulgaris L.,Vegetais e derivados,
599,BRC0015B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=YUsFplXBzMQBpz4P9PkAQQ%3D%3D,"Beterraba, s/ casca, crua, Brasil","Beterraba, s/ casca, crua, Brasil",Beta vulgaris L.,Vegetais e derivados,
600,BRC0923F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xJzy4JQhTkSV0G5AiPsGGg%3D%3D,"Bife à cavalo, c/ sal","Bife à cavalo, c/ sal",,Carnes e derivados,
601,BRC0222F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=NAOJYdhx9mbZv2vcyXtlfA%3D%3D,"Bife à cavalo, s/ sal","Bife à cavalo, s/ sal",,Carnes e derivados,
602,BRC0293F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=AxE4OhQsB6FnE3s29aLIEA%3D%3D,"Bife à parmegiana, c/ sal","Bife à parmegiana, c/ sal",,Carnes e derivados,
603,BRC0312F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=b%2FFqSqG6Kivi8kr8PNlfUA%3D%3D,"Bife à parmegiana, s/ sal","Bife à parmegiana, s/ sal",,Carnes e derivados,
604,BRC0401F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=aeyFgJQcZMFKCfr2M%2FocMQ%3D%3D,"Bife à role, c/ carne bovina, c/ sal, Brasil","Bife à role, c/ carne bovina, c/ sal, Brasil",,Carnes e derivados,
605,BRC0402F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Xgs7tz6skYreBqfHkkeJIQ%3D%3D,"Bife à role, s/ sal","Bife à role, s/ sal",,Carnes e derivados,
606,BRC1018A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=weu6chtHP%2BKgSHVDQCEsEg%3D%3D,"Biscoito de mentirinha, caseiro","Biscoito de mentirinha, caseiro",,Cereais e derivados,
607,BRC0415A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=JAz1GieTqMXtgoUd%2BFDMPw%3D%3D,"Biscoito doce, champagne (champanhe)*, artesanal, Brasil","Biscoito doce, champagne (champanhe)*, artesanal, Brasil",,Cereais e derivados,
608,BRC1019A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=dpJs3VpR58X4EVCbomyxLA%3D%3D,"Biscoito Sembei, caseiro","Biscoito Sembei, caseiro",,Cereais e derivados,
609,BRC0029A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=GNpY%2FKARf75nLZWVWkJDug%3D%3D,"Biscoito, doce, amanteigado (média de diversos sabores e marcas), Brasil","Biscoito, doce, amanteigado (média de diversos sabores e marcas), Brasil",,Cereais e derivados,
610,BRC0030A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=wIFcaBtYciqTKLzdfeXyVQ%3D%3D,"Biscoito, doce, amanteigado, banana c/ canela, Brasil","Biscoito, doce, amanteigado, banana c/ canela, Brasil",,Cereais e derivados,Bauducco
611,BRC0039A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=B1HeHv5yM%2FjSMKfcvlPspw%3D%3D,"Biscoito, doce, amanteigado, Brasil","Biscoito, doce, amanteigado, Brasil",,Cereais e derivados,Marilan
612,BRC0031A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Tbyipg4auJPYCuTJ95agRg%3D%3D,"Biscoito, doce, amanteigado, chocolate, Brasil","Biscoito, doce, amanteigado, chocolate, Brasil",,Cereais e derivados,Bauducco
