id,code,url,portuguese_name,name,cientific_name,group,brand
3724,BRC0109N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=OA40HnpWnfR55ZWgzbQJeg%3D%3D,"Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal","Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal",,Alimentos para fins especiais,
3725,BRC0131N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=d5fRH0SpC9a1MHLrWK2LpQ%3D%3D,"Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ azeite de oliva, s/ sal","Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ azeite de oliva, s/ sal",,Alimentos para fins especiais,
3726,BRC0108N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qg3xJ1235HWyjvTPKtS1ig%3D%3D,"Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ óleo de soja, c/ sal","Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ óleo de soja, c/ sal",,Alimentos para fins especiais,
3727,BRC0130N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=v6GoppaDWyPNlXgh%2FSTkPg%3D%3D,"Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ óleo de soja, s/ sal","Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, c/ óleo de soja, s/ sal",,Alimentos para fins especiais,
3728,BRC0134N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=fcILp9JKf3LrakmRfExn6Q%3D%3D,"Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3729,BRC0135N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=1fj%2BZOiWtzW9hnoHtkOu3A%3D%3D,"Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de feijão preto, macarrão e chicória, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3730,BRC0203N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=s5yyRiDyrK7qNtKefvQ0fA%3D%3D,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3731,BRC0201N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=HYpslSolYgN14LuDcvxVXg%3D%3D,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3732,BRC0202N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2BTUzwkKY%2F7e4eN9uIDF9Zg%3D%3D,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3733,BRC0200N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4Lpr6%2F0aFZj4%2FIGpqp1AHA%3D%3D,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal","Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal",,Alimentos para fins especiais,
3734,BRC0204N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=dxWBz7ZNqAvuXmAvkDSJpQ%3D%3D,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3735,BRC0205N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=evFe5AHnN2U%2FF5Lj1HTC1Q%3D%3D,"Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de feijão preto, ovo e macarrão, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3736,BRC0556N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=BTA7AJS%2BsFB0%2Bhbv110CFg%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3737,BRC0559N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=dLx0i39A71Wl7NPL%2Fkc6oA%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3738,BRC0557N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xD4mOFMJKcFmKWDziG3a%2Fg%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3739,BRC0558N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=5zqQTlF83%2Fgp8v0Qc8G%2Bng%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3740,BRC0560N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=KZ5u8tgnp6oYp1YFsTztxw%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3741,BRC0561N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=NIeETV37SQ8h6wYFtGamJA%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3742,BRC0230N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=vnNMtdjF2coFBhNiddl14w%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3743,BRC0233N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yn9hWshfQ4deE8ZHZbvvbw%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3744,BRC0231N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=R3juG%2FAR38VdVLMR4lNW6w%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3745,BRC0232N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=cNWSpfwHU0mXy9mPQXBXsQ%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3746,BRC0234N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7mu3AukqMom8UE%2BqT3QWmw%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3747,BRC0235N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=gPx1XoZyqvxwA95C7emq3Q%3D%3D,"Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3748,BRC0562N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xKWIJTWZjQMKVkzzS%2BHCBw%3D%3D,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal","Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3749,BRC0565N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6i%2FrVbP8u%2BQQwje0IKl9sQ%3D%3D,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal","Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3750,BRC0563N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LgQ%2FwuslTOPoe70iNQg5WQ%3D%3D,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal","Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3751,BRC0564N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4nKIRxE0I9JFq82jWuG%2BJA%3D%3D,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal","Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3752,BRC0566N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=0AGFhERIBSyZgflG4ejhsA%3D%3D,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal","Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3753,BRC0567N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=OgMt6Cjbh4OjVi%2B2iUw7Rw%3D%3D,"Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal","Papa de fígado bovino e cará, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3754,BRC0266N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=b9%2BeV21G5KjR8oxUSCqy2w%3D%3D,"Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3755,BRC0269N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Wxm46UwCNxNrDbQnGMvkyQ%3D%3D,"Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3756,BRC0267N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=auOKGj69NfbZQG%2BrhgDVCA%3D%3D,"Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3757,BRC0268N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qIhm1hH0%2FBMCRF1OODOVSw%3D%3D,"Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3758,BRC0270N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=3GcuDKWvl02yiiPfW2mq3Q%3D%3D,"Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3759,BRC0271N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=G%2FATrsH9hm9YSvBvAarfNQ%3D%3D,"Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de fígado bovino e cará, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3760,BRC0112N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=u8%2BKmq%2F5aoKRYBUBpcVW6w%3D%3D,"Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal","Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ azeite de oliva, c/ sal",,Alimentos para fins especiais,
3761,BRC0115N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=NCyBAEh7Bq1yKfI%2BQ8CWDw%3D%3D,"Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ azeite de oliva, s/ sal","Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ azeite de oliva, s/ sal",,Alimentos para fins especiais,
3762,BRC0113N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=hhemiF%2B6NfMzd4RSr3H8bQ%3D%3D,"Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ óleo de soja, c/ sal","Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ óleo de soja, c/ sal",,Alimentos para fins especiais,
3763,BRC0114N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=b8q9yc0tf5gBx%2FRFVKY8yg%3D%3D,"Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ óleo de soja, s/ sal","Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, c/ óleo de soja, s/ sal",,Alimentos para fins especiais,
3764,BRC0116N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4t1cKDp%2BoibHFwBs0NN5Ag%3D%3D,"Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3765,BRC0117N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=1FRs1igNOsWevyXGRMyxCg%3D%3D,"Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de fígado bovino, batata e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3766,BRC0426N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=juy8l%2FOY8AmX0xT%2FbV7aow%3D%3D,"Papa de goiaba e banana, s/ açúcar","Papa de goiaba e banana, s/ açúcar",,Alimentos para fins especiais,
3767,BRC0290N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=9jy5iSGGF7KZeON7zGC57A%3D%3D,"Papa de goiaba e requeijão, s/ açúcar","Papa de goiaba e requeijão, s/ açúcar",,Alimentos para fins especiais,
3768,BRC0291N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ShDOBQs16QsN5BmJuGtrPw%3D%3D,"Papa de laranja, mamão e aveia em flocos, s/ açúcar","Papa de laranja, mamão e aveia em flocos, s/ açúcar",,Alimentos para fins especiais,
3769,BRC0342N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=0P7Nrk4wtA5KvipXFDEBOQ%3D%3D,"Papa de maçã, abacaxi e goiaba, s/ açúcar","Papa de maçã, abacaxi e goiaba, s/ açúcar",,Alimentos para fins especiais,
3770,BRC0292N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2BJ0Kt4H6X1s3c%2FHASZfNbw%3D%3D,"Papa de maçã, abacaxi, e pera, s/ açúcar","Papa de maçã, abacaxi, e pera, s/ açúcar",,Alimentos para fins especiais,
3771,BRC0388N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tiwRTjUOGA9QDW%2FqsKmkjQ%3D%3D,"Papa de maçã, c/ ameixa, s/ açúcar","Papa de maçã, c/ ameixa, s/ açúcar",,Alimentos para fins especiais,
3772,BRC0674N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=hmhO%2FbAA4OrpIH%2BG8LQbMg%3D%3D,"Papa de maçã, manga e cenoura, s/ açúcar","Papa de maçã, manga e cenoura, s/ açúcar",,Alimentos para fins especiais,
3773,BRC0374N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=oLtA2sMwBYgF8HaVVdv0nQ%3D%3D,"Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3774,BRC0377N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jF4RqGQ0ts8BD3jI5A4Rag%3D%3D,"Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3775,BRC0375N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=vmLv2qJIsPp%2FiyZhfP0arQ%3D%3D,"Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3776,BRC0376N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=l6rlxyQkUf8rASQ%2B1nF4Xw%3D%3D,"Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3777,BRC0378N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=u7ynNbO0Orm7Pv6QWEXSFQ%3D%3D,"Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3778,BRC0380N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=FsgWiUbvP%2FhdPdb%2Bzbqrpg%3D%3D,"Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3779,BRC0425N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6B8qYh1ewcHFHu5xTAM7cg%3D%3D,"Papa de mamão e pera, s/ açúcar","Papa de mamão e pera, s/ açúcar",,Alimentos para fins especiais,
3780,BRC0508N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Q6QIOL9n6yhh65KF5%2Fr4Sg%3D%3D,"Papa de mamão, banana e melão, s/ açúcar","Papa de mamão, banana e melão, s/ açúcar",,Alimentos para fins especiais,
3781,BRC0242N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zAJ0A5aRZUc9HPWkRB0O5w%3D%3D,"Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3782,BRC0245N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jHT19ulTWdMZ1FtjmPchiA%3D%3D,"Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3783,BRC0243N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=68dItquwPmZ0q5eyw8EifA%3D%3D,"Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3784,BRC0244N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yYh0rGuUu1y7srmyoV1gtA%3D%3D,"Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3785,BRC0246N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=541Fc%2FOaOnwosc4y0NTYJg%3D%3D,"Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3786,BRC0247N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Ts6Sp6p5EcgiIUTDlVeAIQ%3D%3D,"Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de ovo e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3787,BRC0248N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yEBoFOR31i1zyL%2BHjIEmXg%3D%3D,"Papa de ovo e batata, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de ovo e batata, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3788,BRC0251N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WrX3YBs6DeWfgXZF86qWlQ%3D%3D,"Papa de ovo e batata, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de ovo e batata, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3789,BRC0249N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=L0tlRLjfnRYyG5egIHdRdg%3D%3D,"Papa de ovo e batata, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de ovo e batata, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3790,BRC0250N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7A3BoFlUG%2F0Ftw8aIWPzKg%3D%3D,"Papa de ovo e batata, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal","Papa de ovo e batata, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal",,Alimentos para fins especiais,
3791,BRC0252N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LBuX5ezM7AOgG7oWVqqCYw%3D%3D,"Papa de ovo e batata, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de ovo e batata, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3792,BRC0253N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=jH7HHB9FggvHz7sj1c8piw%3D%3D,"Papa de ovo e batata, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de ovo e batata, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
3793,BRC0254N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Z%2FQo5ClQoEVXQzg%2FqjoisQ%3D%3D,"Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal","Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal",,Alimentos para fins especiais,
3794,BRC0257N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LGmewjLCMvctIsk%2BOR%2FwDw%3D%3D,"Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal","Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal",,Alimentos para fins especiais,
3795,BRC0255N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Ucl5YJ1MLUEMkGdNztEbdA%3D%3D,"Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal","Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola e óleo de soja, c/ sal",,Alimentos para fins especiais,
3796,BRC0258N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=J2SCk3WJ4wDqjcaZ%2BV%2FX0A%3D%3D,"Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal","Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal",,Alimentos para fins especiais,
3797,BRC0259N,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=68gow6UZgZhT0cJpVNZJ9g%3D%3D,"Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal","Papa de peito de frango e batata baroa (mandioquinha, batata salsa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal",,Alimentos para fins especiais,
